Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,ETFdb Pro Tools,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
GDX,VanEck Vectors Gold Miners ETF,Equity,"$17,029,957,185.00",39.28%,"29,051,180",$40.78,4.64%,No,No,4.64%,-0.92%,46.40%,76.41%,173.20%,"$119,697,020.00","$155,939,189.00","$243,901,223.50","$699,903,169.50","$2,508,131,797.00","$3,178,800,949.00",Materials,2006-05-22,0.53%,N/A,$0.19,2019-12-23,$0.19,0.47%,23.64,0.72,54,60.46%,35%,15%,1099,$36.78,$43.08,$40.14,$41.11,52.40,B+,A+,A-,C+,C+,B+,B-,5.47,40.56%,37.79%,421.13,3.93%,0.00%
PFF,iShares Preferred and Income Securities ETF,Preferred Stock,"$16,978,048,260.00",2.75%,"4,268,533",$37.04,0.08%,No,No,1.40%,2.67%,4.93%,14.30%,23.12%,"$422,295,481.00","$123,478,748.50","$140,309,110.50","$669,119,040.00","-$624,253,671.00","$4,551,042,149.50",Preferred Stock/Convertible Bonds,2007-03-30,0.46%,Fidelity,$1.97,2020-10-01,$0.16,5.32%,10.02,0.43,510,13.98%,35%,15%,1099,$35.63,$37.13,$36.94,$37.11,66.28,A+,A+,A-,A,A-,A-,A+,4.0,2.53%,14.10%,371.94,8.91%,2.26%
XLF,Financial Select Sector SPDR Fund,Equity,"$16,522,057,053.00",-16.36%,"57,182,064",$25.23,0.12%,No,No,3.83%,2.66%,-5.25%,2.05%,46.08%,"-$4,567,344,506.00","-$375,823,367.50","-$1,031,400,199.00","-$5,196,592,184.00","-$11,154,012,226.00","-$3,072,169,566.90",Financials Equities,1998-12-16,0.13%,N/A,$0.60,2020-09-21,$0.14,2.39%,17.15,1.16,67,53.68%,35%,15%,1099,$23.15,$25.46,$25.05,$25.39,57.95,A,A+,A,A-,B+,B-,B+,5.06,29.32%,31.89%,41.68,14.21%,0.16%
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,"$15,561,987,443.00",23.44%,"3,498,967",$153.39,1.04%,No,No,3.45%,5.23%,30.27%,73.81%,111.84%,"-$687,243,749.00","-$201,191,709.00","-$766,670,843.50","-$861,390,229.50","-$2,166,003,821.50","-$2,554,420,551.61",Consumer Discretionary Equities,1998-12-16,0.13%,N/A,$1.44,2020-09-21,$0.31,0.95%,34.83,1.16,61,68.22%,35%,15%,1099,$140.50,$153.15,$152.62,$153.96,61.94,A,A+,A,B+,A,A-,B+,6.97,81.54%,80.32%,41.06,26.59%,0.77%
SCHB,Schwab U.S. Broad Market ETF,Equity,"$15,549,433,331.00",9.69%,"738,508",$82.99,0.86%,No,No,4.21%,5.26%,21.08%,42.80%,87.87%,"-$1,066,309,647.50","$7,666,068.00","-$170,078,795.00","-$1,131,131,279.50","$1,614,302,826.50","$5,384,681,163.50",Large Cap Growth Equities,2009-11-03,0.03%,Charles Schwab,$1.58,2020-09-23,$0.49,1.92%,22.74,1.04,2430,24.39%,35%,15%,1099,$76.50,$82.80,$82.67,$83.21,60.22,A,A,A+,B+,A-,A-,A,6.21,37.32%,57.49%,148.4,10.40%,6.70%
IVE,iShares S&P 500 Value ETF,Equity,"$15,513,113,590.00",-8.10%,"669,879",$116.96,0.16%,No,No,3.68%,3.26%,2.42%,15.54%,49.26%,"-$3,345,735.00","-$5,471,335.00","-$27,997,815.00","$630,179,379.00","$928,870,392.00","$4,204,012,390.00",Large Cap Blend Equities,2000-05-22,0.18%,2 Platforms,$2.99,2020-09-23,$0.80,2.56%,15.49,1.01,388,21.03%,35%,15%,1099,$109.01,$117.44,$116.51,$117.51,59.43,A,A,A-,B+,B+,B+,A-,6.07,30.77%,52.58%,278.95,12.37%,5.47%
BIV,Vanguard Intermediate-Term Bond ETF,Bond,"$14,868,373,528.00",8.78%,"1,144,394",$93.22,0.08%,No,No,-0.13%,-0.29%,8.48%,19.77%,25.47%,"$678,649,000.00","$214,814,000.00","$701,123,000.00","$1,404,205,000.00","-$498,649,808.00","$7,294,260,277.20",Total Bond Market,2007-04-10,0.07%,3 Platforms,$2.21,2020-10-01,$0.16,2.37%,0.00,0.01,99,55.45%,35%,15%,1099,$93.01,$93.67,$93.12,$93.28,48.58,A,A,A-,A+,B-,A-,A-,5.92,53.70%,47.76%,235.3,4.57%,1.60%
GOVT,iShares U.S. Treasury Bond ETF,Bond,"$14,845,324,343.00",8.09%,"4,769,988",$27.75,-0.07%,No,No,-0.50%,-0.73%,7.01%,16.51%,17.78%,"-$2,703,035,769.00","$27,965,640.00","$285,649,173.00","-$767,820,227.00","$7,083,584,796.00","$11,048,718,259.00",Government Bonds,2012-02-14,0.15%,Fidelity,$0.41,2020-10-01,$0.02,1.46%,0.00,-0.10,195,31.59%,35%,15%,1099,$27.73,$28.07,$27.71,$27.79,40.18,A-,A-,B+,B+,A-,B-,B+,6.58,92.62%,70.36%,0.0,0.00%,0.00%
SDY,SPDR S&P Dividend ETF,Equity,"$14,806,661,043.00",-7.14%,"603,574",$97.61,-0.08%,No,No,4.47%,4.01%,0.42%,15.00%,46.98%,"-$2,176,829,660.50","-$22,860,206.00","-$111,947,789.00","-$1,972,821,062.50","-$809,697,054.00","-$280,910,824.24",All Cap Equities,2005-11-15,0.35%,N/A,$2.83,2020-09-18,$0.69,2.89%,18.19,0.89,118,17.44%,35%,15%,1099,$89.31,$97.95,$97.20,$98.24,60.15,B,A,B+,C+,A-,B-,C+,6.1,44.91%,53.70%,163.56,2.60%,4.52%
JPST,JPMorgan Ultra-Short Income ETF,Bond,"$14,496,455,577.00",1.90%,"2,833,030",$50.78,0.02%,No,No,0.05%,-0.01%,2.41%,8.03%,N/A,"$3,881,301,850.50","$65,999,389.50","$555,996,874.00","$5,288,847,617.00","$14,108,640,394.00","$14,138,656,761.00",Money Market,2017-05-17,0.18%,N/A,$0.92,2020-10-01,$0.05,1.81%,0.00,0.05,215,72.40%,39%,20%,1099,$50.72,$50.81,N/A,N/A,59.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.08,76.87%,53.06%,190.25,6.22%,1.77%
MDY,SPDR S&P MidCap 400 ETF,Equity,"$14,341,176,181.00",-2.00%,"872,336",$363.83,0.26%,No,No,5.00%,7.76%,7.63%,14.69%,48.72%,"-$2,694,073,357.73","-$50,802,195.00","-$226,294,476.00","-$3,885,618,501.67","-$4,898,756,033.32","-$5,175,775,092.36",Small Cap Growth Equities,1995-05-04,0.23%,N/A,$4.71,2020-09-18,$1.03,1.30%,21.70,1.19,400,7.31%,35%,15%,1099,$321.38,$364.60,$362.16,$366.02,63.60,B+,A+,B,B,C,B-,B,4.56,57.31%,25.58%,158.06,4.17%,6.99%
BIL,SPDR Barclays 1-3 Month T-Bill ETF,Bond,"$14,136,256,246.00",0.39%,"1,766,585",$91.52,0.00%,No,No,0.00%,0.00%,0.71%,4.44%,5.02%,"$6,357,546,116.50","-$32,034,884.50","$265,433,164.50","$6,604,726,085.00","$12,307,159,695.77","$11,027,614,422.49",Government Bonds,2007-05-25,0.14%,N/A,$0.78,2020-05-01,$0.01,0.85%,0.00,0.01,13,87.49%,35%,15%,1099,$91.52,$91.53,N/A,N/A,46.31,B+,A+,A+,C+,A,B+,C+,6.58,26.83%,69.75%,2.9,0.00%,0.00%
XLP,Consumer Staples Select Sector SPDR Fund,Equity,"$13,606,722,988.00",6.42%,"8,648,192",$65.74,0.78%,No,No,2.56%,2.29%,10.96%,32.79%,52.40%,"$337,856,090.50","-$561,242,665.50","-$2,621,440.00","-$483,917,272.50","$3,415,049,902.50","$3,811,621,439.71",Consumer Staples Equities,1998-12-16,0.13%,N/A,$1.64,2020-09-21,$0.38,2.51%,21.59,0.58,33,71.71%,35%,15%,1099,$62.23,$65.68,$65.42,$66.04,60.39,A,A+,A,B,A-,A,B+,6.66,61.33%,72.77%,60.43,11.91%,19.00%
IWP,iShares Russell Midcap Growth ETF,Equity,"$13,091,753,690.00",20.51%,"309,124",$183.08,1.33%,No,No,5.44%,11.49%,31.57%,62.72%,107.19%,"-$157,036,999.00","$177,520.50","-$16,873,759.50","-$141,069,786.00","$827,728,678.00","$1,133,627,526.50",All Cap Equities,2001-07-17,0.24%,TD Ameritrade,$0.88,2020-09-23,$0.21,0.49%,34.57,1.13,342,11.97%,35%,15%,1099,$161.47,$182.02,$182.18,$183.82,65.76,A+,A+,A-,A,A,A,A+,4.83,69.57%,29.05%,36.15,1.98%,7.73%
VBR,Vanguard Small Cap Value ETF,Equity,"$12,957,835,441.00",-11.50%,"415,336",$119.58,-0.03%,No,No,5.30%,7.03%,-2.27%,-1.36%,28.58%,"$1,012,018,487.13","$25,082,698.36","$94,785,301.59","$1,534,975,716.51","$3,062,644,592.15","$7,220,453,173.02",Small Cap Blend Equities,2004-01-30,0.07%,2 Platforms,$2.53,2020-09-25,$0.62,2.11%,13.70,1.24,886,5.77%,35%,15%,1099,$105.64,$120.05,$118.85,$120.65,62.67,A+,A,A+,B,A,A,A,4.36,45.90%,18.62%,188.92,5.19%,4.59%
RSP,Invesco S&P 500® Equal Weight ETF,Equity,"$12,901,282,294.00",-0.03%,"1,704,208",$113.57,0.15%,No,No,4.21%,4.64%,9.96%,24.92%,59.81%,"-$2,173,217,000.00","-$10,513,839.00","$338,502,876.00","-$2,383,559,780.00","-$2,032,050,323.00","-$33,363,935.14",Large Cap Blend Equities,2003-04-30,0.20%,Charles Schwab,$2.12,2020-09-21,$0.50,1.87%,18.94,1.11,506,2.28%,35%,15%,1099,$104.36,$113.88,$113.10,$114.18,60.96,B+,A,B-,B-,B-,B+,A-,5.95,26.68%,48.60%,269.26,7.81%,6.02%
SCHP,Schwab U.S. TIPS ETF,Bond,"$12,591,594,946.00",9.11%,"899,374",$61.51,0.03%,No,No,0.11%,0.16%,9.86%,18.40%,23.84%,"$2,956,390,171.50","$64,704,373.00","$410,051,310.50","$3,245,173,131.00","$8,831,722,881.00","$10,527,333,485.50",Inflation-Protected Bonds,2010-08-05,0.05%,Charles Schwab,$0.76,2020-10-01,$0.18,1.24%,0.00,0.06,43,35.30%,35%,15%,1099,$61.21,$61.58,$61.44,$61.55,57.16,A,B+,A+,B,B+,B+,B+,6.58,54.67%,69.79%,2.9,0.00%,0.00%
ACWI,iShares MSCI ACWI ETF,Equity,"$12,511,538,694.00",5.39%,"3,234,017",$82.82,0.85%,No,No,3.64%,3.78%,15.82%,27.10%,61.77%,"$1,191,688,010.00","$202,579,442.00","$202,579,442.00","$973,849,668.00","$3,293,692,450.00","$3,588,355,278.00",Large Cap Growth Equities,2008-03-26,0.32%,2 Platforms,$1.56,2020-06-15,$0.61,1.90%,19.30,0.94,2247,15.69%,35%,15%,1099,$77.50,$82.79,$82.53,$83.00,59.53,A,A,A-,A-,A-,B,A,6.49,34.12%,66.81%,164.17,9.87%,6.50%
SCHD,Schwab US Dividend Equity ETF,Equity,"$12,474,164,857.00",3.90%,"1,468,291",$58.48,0.19%,No,No,5.33%,5.18%,12.86%,35.76%,79.50%,"$1,737,450,045.50","$65,693,674.00","$299,740,191.50","$2,400,218,338.00","$5,524,532,159.50","$8,028,654,034.07",Large Cap Blend Equities,2011-10-20,0.06%,Charles Schwab,$1.89,2020-09-23,$0.54,3.24%,14.97,0.95,100,40.72%,35%,15%,1099,$53.21,$58.48,$58.24,$58.80,62.60,A,A,A,A,A,A,B-,5.38,19.30%,36.53%,88.82,4.00%,5.81%
VGK,Vanguard FTSE Europe ETF,Equity,"$12,254,746,041.00",-5.21%,"4,299,117",$54.50,0.96%,No,No,3.18%,1.13%,5.72%,3.03%,22.40%,"-$776,614,848.01","$72,446,267.22","$189,644,652.57","$54,939,642.20","-$3,438,597,683.89","-$2,181,259,403.05",Europe Equities,2005-03-10,0.09%,2 Platforms,$1.23,2020-09-21,$0.30,2.28%,16.60,0.89,1098,17.43%,35%,15%,1099,$51.12,$55.15,$54.32,$54.62,56.88,A,A,A+,B,B+,A-,A+,7.83,38.43%,93.06%,132.83,12.22%,6.48%
XLI,Industrial Select Sector SPDR Fund,Equity,"$12,230,487,992.00",0.67%,"11,644,640",$80.71,0.37%,No,No,3.99%,4.40%,9.34%,19.22%,68.13%,"$2,802,309,024.50","-$71,808,709.50","$837,235,217.50","$3,057,028,018.50","$989,684,859.00","$2,845,184,261.00",Industrials Equities,1998-12-16,0.13%,N/A,$1.41,2020-09-21,$0.30,1.75%,23.14,1.14,74,40.61%,35%,15%,1099,$74.96,$80.82,$80.36,$81.16,61.37,A,A+,A,B,A-,A,B,6.18,61.86%,56.44%,157.18,27.01%,2.01%
DVY,iShares Select Dividend ETF,Equity,"$12,226,158,157.00",-15.14%,"729,985",$86.58,-0.44%,No,No,4.86%,4.31%,-9.35%,2.95%,35.75%,"-$2,274,582,713.00","-$24,054,650.00","-$107,941,186.50","-$1,954,016,307.00","-$2,705,786,840.00","-$2,216,389,623.50",All Cap Equities,2003-11-03,0.39%,Fidelity,$3.58,2020-09-23,$0.95,4.12%,11.55,0.91,101,19.34%,35%,15%,1099,$78.64,$87.25,$86.11,$87.40,59.78,B+,A,B,C+,B,A-,B-,5.86,35.09%,46.24%,745.42,16.38%,2.91%
JNK,SPDR Barclays High Yield Bond ETF,Bond,"$12,074,159,626.00",0.37%,"7,083,647",$105.48,0.15%,No,No,1.33%,0.84%,3.46%,12.70%,26.81%,"-$360,083,006.00","$82,336,948.00","-$874,091,620.00","$799,363,250.00","-$1,221,777,288.92","$2,085,307,725.14",High Yield Bonds,2007-11-28,0.40%,TD Ameritrade,$5.71,2020-10-01,$0.46,5.43%,0.00,0.44,1084,5.91%,35%,15%,1099,$102.50,$105.75,$105.31,$105.62,60.39,A+,A+,A-,B,B,A,A,2.99,23.93%,6.27%,301.05,7.12%,2.50%
SCHG,Schwab U.S. Large-Cap Growth ETF,Equity,"$12,032,543,929.00",29.12%,"543,121",$119.33,1.63%,No,No,4.36%,6.73%,43.40%,83.27%,140.51%,"$582,722,508.00","-$5,965,591.50","-$83,620,189.50","$810,007,428.00","$2,955,280,793.50","$4,330,928,919.50",Large Cap Growth Equities,2009-12-11,0.04%,Charles Schwab,$0.70,2020-09-23,$0.17,0.60%,32.59,1.04,226,51.73%,35%,15%,1099,$108.93,$118.96,$118.37,$119.81,59.23,A-,A,A+,B-,B,B+,A,6.9,81.60%,78.71%,69.8,12.64%,7.04%
MTUM,iShares Edge MSCI USA Momentum Factor ETF,Equity,"$11,965,973,000.00",22.04%,"806,729",$151.88,1.24%,No,No,4.17%,7.49%,30.46%,62.68%,130.45%,"$834,072,660.50","$57,109,920.00","$320,209,241.00","-$430,953,144.50","$4,479,285,042.00","$6,941,703,975.00",Large Cap Growth Equities,2013-04-16,0.15%,N/A,$1.53,2020-09-23,$0.24,1.02%,33.33,0.90,126,42.50%,35%,15%,1099,$139.70,$151.68,$151.03,$152.30,58.77,A-,A,A,A,B+,B,B,6.69,70.98%,73.65%,68.31,7.11%,16.95%
VMBS,Vanguard Mortgage-Backed Securities ETF,Bond,"$11,690,918,259.00",3.25%,"1,327,208",$54.08,-0.17%,No,No,-0.31%,-0.23%,3.60%,10.43%,13.26%,"$188,846,990.59","$37,932,000.00","$72,875,000.00","$846,241,903.88","$6,696,848,487.87","$9,606,075,237.87",Mortgage Backed Securities,2009-11-23,0.05%,2 Platforms,$1.03,2020-10-01,$0.07,1.91%,0.00,-0.04,20,78.09%,35%,15%,1099,$54.09,$54.25,$54.04,$54.11,42.93,A+,A,A+,A-,A,B,A+,N/A,N/A,N/A,N/A,N/A,N/A
DGRO,iShares Core Dividend Growth ETF,Equity,"$11,625,219,508.00",0.30%,"1,657,318",$41.31,0.39%,No,No,3.87%,3.57%,10.22%,35.54%,82.05%,"$1,980,745,338.50","$4,283,607.00","$126,620,608.00","$2,974,719,287.50","$8,519,491,168.00","$10,182,176,908.50",Large Cap Blend Equities,2014-06-10,0.08%,Fidelity,$0.99,2020-09-23,$0.26,2.41%,17.39,0.94,420,26.12%,35%,15%,1099,$38.50,$41.36,$41.15,$41.48,60.10,B+,B+,A,A-,B-,C+,N/A,6.05,43.86%,52.21%,215.19,6.21%,6.31%
IGIB,iShares Intermediate-Term Corporate Bond ETF,Bond,"$11,503,943,409.00",7.34%,"1,105,635",$60.88,0.08%,No,No,0.08%,-0.08%,8.47%,21.97%,27.79%,"$1,538,417,738.50","$39,474,626.50","$286,981,076.50","$2,728,558,155.50","$4,361,179,207.00","$4,361,179,207.00",Corporate Bonds,2007-01-11,0.06%,N/A,$1.77,2020-10-01,$0.14,2.91%,0.00,0.20,2451,3.56%,N/A,N/A,N/A,$60.53,$61.10,$60.81,$60.92,53.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,60.84%,36.82%,286.23,9.27%,3.25%
VHT,Vanguard Healthcare ETF,Equity,"$11,420,457,396.00",11.13%,"210,680",$211.04,0.84%,No,No,4.64%,5.85%,29.15%,43.09%,81.64%,"$934,094,182.82","$59,358,750.00","$69,876,292.04","$968,115,119.33","$2,021,133,972.28","$2,495,398,403.06",Health & Biotech Equities,2004-01-30,0.10%,Vanguard,$2.55,2020-09-11,$0.63,1.22%,24.00,0.89,424,42.66%,35%,15%,1099,$195.24,$210.34,$210.11,$211.79,60.86,A+,A,A+,A-,B+,A,A+,6.08,45.14%,53.14%,19.91,0.00%,13.81%
XLU,Utilities Select Sector SPDR Fund,Equity,"$11,303,060,505.00",0.90%,"14,047,347",$63.48,-0.02%,No,No,4.60%,8.64%,2.42%,31.43%,70.71%,"$2,468,202,393.00","-$299,821,543.50","-$804,017,560.00","$2,089,428,902.50","$3,951,574,702.00","$3,705,031,619.98",Utilities Equities,1998-12-16,0.13%,N/A,$1.95,2020-09-21,$0.50,3.07%,19.25,0.39,29,63.96%,35%,15%,1099,$56.14,$63.29,$63.06,$63.88,67.95,A,A+,A,B+,A,A,B-,8.36,87.34%,97.55%,2660.27,69.13%,6.69%
IEI,iShares 3-7 Year Treasury Bond ETF,Bond,"$11,288,315,373.00",6.87%,"781,095",$133.16,-0.04%,No,No,-0.23%,-0.32%,6.25%,13.98%,15.20%,"$1,408,910,289.00","$40,078,825.00","$19,259.00","$2,054,177,074.00","$2,933,774,624.00","$4,986,365,004.00",Government Bonds,2007-01-11,0.15%,TD Ameritrade,$1.77,2020-10-01,$0.10,1.33%,0.00,-0.09,66,61.65%,35%,15%,1099,$133.14,$133.75,$133.09,$133.24,42.55,A-,A,B-,A-,A-,C+,A-,6.58,92.62%,70.36%,0.0,0.00%,0.00%
VBK,Vanguard Small Cap Growth ETF,Equity,"$11,098,173,033.00",16.63%,"191,745",$230.91,1.09%,No,No,6.33%,12.16%,29.17%,52.14%,93.77%,"$371,779,073.74","$66,570,765.98","$22,916,993.54","$483,338,732.08","$1,457,932,304.70","$2,044,621,055.21",Small Cap Growth Equities,2004-01-30,0.07%,3 Platforms,$1.13,2020-09-25,$0.30,0.49%,31.20,1.23,571,7.85%,35%,15%,1099,$202.34,$229.10,$230.09,$231.53,67.40,A+,A,A+,B+,A,A,A,4.16,37.28%,15.76%,65.42,3.70%,7.93%
XLC,Communication Services Select Sector SPDR Fund,Equity,"$10,084,146,058.00",13.27%,"3,319,642",$60.33,0.60%,No,No,2.15%,1.13%,23.79%,N/A,N/A,"$2,135,898,466.50","-$81,181,678.00","-$312,651,120.00","$2,552,930,814.50","$8,157,412,824.50","$8,157,412,824.50",Large Cap Growth Equities,2018-06-18,0.13%,N/A,$0.47,2020-09-21,$0.12,0.78%,24.51,0.97,27,77.29%,39%,20%,1099,$57.50,$61.06,$60.14,$60.47,52.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.17,29.23%,15.78%,15.48,0.00%,0.34%
FDN,First Trust Dow Jones Internet Index,Equity,"$10,033,236,749.00",41.43%,"676,388",$196.76,1.68%,No,No,4.29%,7.73%,48.97%,87.32%,181.17%,"-$339,163,152.50","-$9,461,495.00","$57,358,098.50","-$793,371,753.50","$955,627,617.00","$962,450,221.70",Large Cap Growth Equities,2006-06-23,0.52%,N/A,$0.00,2011-12-21,$0.01,0.00%,35.95,1.12,42,50.54%,35%,15%,1099,$177.32,$196.13,$195.30,$197.64,59.23,B+,A,B,A+,B+,C,B,6.27,55.94%,59.66%,16.19,10.43%,3.38%
VXF,Vanguard Extended Market VIPERs ETF,Equity,"$10,021,710,827.00",11.43%,"353,329",$139.22,0.77%,No,No,5.48%,10.87%,23.73%,33.66%,73.79%,"$1,470,014,726.52","$113,284,267.96","$325,685,677.74","$1,825,926,518.52","$3,238,742,639.95","$3,620,250,243.70",All Cap Equities,2002-01-04,0.07%,2 Platforms,$1.62,2020-09-29,$0.40,1.17%,18.50,1.24,1899,12.74%,35%,15%,1099,$122.51,$138.72,$138.70,$139.68,66.07,A+,A-,A,A,B-,A,A+,4.0,28.44%,14.13%,111.89,2.94%,10.39%
GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,Equity,"$9,980,387,106.00",10.31%,"525,041",$70.39,0.85%,No,No,3.65%,4.95%,20.94%,46.65%,88.04%,"$2,075,874,443.00",$0.00,"$10,727,118.50","$2,237,034,090.00","$5,840,882,876.50","$7,986,859,336.50",Large Cap Growth Equities,2015-09-17,0.09%,N/A,$1.05,2020-09-24,$0.21,1.50%,26.04,0.98,435,23.27%,39%,20%,1099,$65.35,$70.30,$70.15,$70.58,59.27,A-,A-,A,N/A,A-,C+,N/A,6.41,47.75%,64.31%,193.32,10.25%,6.79%
IWS,iShares Russell Midcap Value ETF,Equity,"$9,705,564,885.00",-7.59%,"468,659",$85.87,-0.03%,No,No,4.36%,5.50%,0.86%,7.26%,34.95%,"-$408,574,014.50","-$98,526,213.00","-$111,109,263.50","-$123,401,553.00","-$96,760,173.50","$2,192,590,847.50",All Cap Equities,2001-07-17,0.24%,TD Ameritrade,$1.93,2020-09-23,$0.43,2.24%,15.58,1.15,698,6.14%,35%,15%,1099,$77.80,$86.24,$85.48,$86.45,61.90,A,A+,A-,B-,B+,B,A,5.31,87.31%,35.22%,350.51,6.69%,5.79%
SCHA,Schwab U.S. Small-Cap ETF,Equity,"$9,612,723,629.00",-1.00%,"424,968",$74.09,0.60%,No,No,6.18%,9.41%,10.80%,13.57%,48.00%,"$1,272,058,945.50","$27,119,584.00","$21,599,439.50","$1,477,684,650.50","$3,612,337,572.50","$5,541,175,394.00",Small Cap Growth Equities,2009-11-03,0.04%,Charles Schwab,$1.01,2020-09-23,$0.28,1.37%,16.52,1.26,1754,4.21%,35%,15%,1099,$64.97,$73.91,$73.71,$74.47,64.71,A+,A,A+,A-,A,A,A,3.82,21.81%,12.47%,123.3,3.85%,6.53%
VGSH,Vanguard Short-Term Treasury ETF,Bond,"$9,485,424,415.00",2.98%,"1,282,532",$62.04,-0.02%,No,No,-0.02%,-0.04%,3.10%,7.80%,8.71%,"$3,652,440,240.94","$150,543,750.00","$351,103,907.96","$4,328,203,587.97","$7,717,114,296.22","$8,936,383,008.18",Government Bonds,2009-11-23,0.05%,2 Platforms,$0.81,2020-10-01,$0.04,1.31%,0.00,-0.04,27,53.13%,35%,15%,1099,$62.03,$62.07,N/A,N/A,49.19,A,A-,A-,A,A,C+,A,6.58,90.24%,70.36%,0.0,0.00%,0.00%
IWV,iShares Russell 3000 ETF,Equity,"$9,413,712,880.00",9.63%,"209,847",$204.08,0.88%,No,No,4.14%,5.26%,21.08%,42.32%,86.71%,"-$1,040,273,098.00","-$160,625,690.00","-$160,625,690.00","-$1,302,125,461.00","-$1,032,644,944.00","-$702,976,112.00",Large Cap Growth Equities,2000-05-22,0.20%,TD Ameritrade,$2.97,2020-09-23,$0.77,1.47%,21.96,1.03,2839,23.27%,35%,15%,1099,$188.18,$203.54,$203.28,$204.61,60.31,A,A,A-,B+,B+,A-,A,6.18,36.34%,56.64%,148.9,10.39%,6.67%
MGK,Vanguard Mega Cap Growth ETF,Equity,"$9,332,850,808.00",32.07%,"422,745",$191.27,1.63%,No,No,4.04%,5.42%,46.28%,85.61%,149.20%,"$2,216,718,091.52","-$199,848,250.00","-$254,387,250.00","$2,471,031,591.52","$2,874,099,549.52","$3,457,170,372.02",Large Cap Growth Equities,2007-12-21,0.07%,2 Platforms,$1.60,2020-09-11,$0.27,0.85%,35.20,1.03,101,54.19%,35%,15%,1099,$176.52,$191.13,$189.85,$191.98,57.51,A-,A-,A,B,B+,A,B+,7.36,94.55%,87.16%,43.36,11.71%,6.89%
IUSG,iShares Core S&P U.S. Growth ETF,Equity,"$9,253,697,040.00",23.36%,"488,891",$82.70,1.39%,No,No,4.17%,4.98%,34.99%,68.62%,124.22%,"-$38,703,812.00","-$38,339,107.00","-$42,319,349.00","$435,284,194.50","$3,605,485,644.00","$5,119,377,901.00",Large Cap Growth Equities,2000-07-24,0.04%,N/A,$1.00,2020-09-23,$0.22,1.23%,31.54,1.00,525,41.66%,35%,15%,1099,$76.38,$82.52,$82.19,$82.96,58.34,A,A-,A,B+,A,B+,A+,6.91,82.74%,79.11%,73.68,11.07%,6.30%
VTIP,Vanguard Short-Term Inflation-Protected Securities ETF,Bond,"$9,186,639,312.00",3.75%,"1,060,176",$50.85,0.00%,No,No,0.26%,0.31%,4.87%,9.59%,12.38%,"$1,505,964,070.04","$40,972,824.56","$293,363,426.82","$1,809,281,962.76","$4,826,610,347.33","$6,819,368,132.80",Inflation-Protected Bonds,2012-10-16,0.05%,Vanguard,$0.63,2020-10-01,$0.28,1.24%,0.00,0.05,18,64.55%,35%,15%,1099,$50.64,$50.84,$50.83,$50.87,67.13,A-,A-,A,N/A,A,C+,B-,6.58,93.33%,70.36%,0.0,0.00%,0.00%
IWO,iShares Russell 2000 Growth ETF,Equity,"$9,063,378,000.00",12.40%,"359,461",$239.54,1.05%,No,No,6.99%,11.36%,28.24%,34.49%,77.72%,"-$933,128,806.50","$11,038,035.00","$33,377,435.00","-$779,128,319.00","-$1,284,984,398.00","-$1,129,989,337.00",Small Cap Growth Equities,2000-07-24,0.24%,TD Ameritrade,$1.46,2020-09-23,$0.33,0.62%,29.13,1.27,1100,6.33%,35%,15%,1099,$209.27,$237.93,$238.41,$240.31,66.41,A-,A+,B+,A-,C,A-,A,3.51,7.48%,9.87%,66.72,3.15%,7.46%
SPYG,SPDR Portfolio S&P 500 Growth ETF,Equity,"$9,033,710,248.00",24.52%,"2,494,017",$51.71,1.29%,No,No,3.94%,4.77%,36.13%,71.75%,128.21%,"$2,111,120,709.00","-$30,997,909.00","-$86,218,296.00","$1,983,875,960.00","$6,314,005,533.95","$6,488,919,001.95",Large Cap Growth Equities,2000-09-29,0.04%,N/A,$0.52,2020-09-21,$0.10,1.03%,31.44,0.99,282,44.03%,35%,15%,1099,$47.89,$51.64,$51.41,$51.87,57.95,A-,B,A-,A,A-,A,A-,7.05,87.48%,81.82%,72.38,11.40%,6.28%
